CustomerID,monetary_value,max_date,min_date,frequency,itens_total,recency,total_time
12840,2726.77,2011-07-19T09:29:00Z,2011-04-27T12:21:00Z,4,1511,143.13888888888889,142.22847222222222
12841,3500.42,2011-12-05T11:13:00Z,2010-12-03T10:43:00Z,25,2264,4.066666666666666,3.15625
12842,582.3100000000001,2011-09-30T15:33:00Z,2011-02-04T12:36:00Z,2,378,69.8861111111111,68.97569444444444
12843,1527.64,2011-10-05T12:09:00Z,2011-03-20T14:38:00Z,8,667,65.02777777777777,64.11736111111111
12844,325.96000000000004,2011-11-10T13:31:00Z,2011-08-01T13:11:00Z,2,125,28.970833333333335,28.060416666666665
12845,71.79,2011-03-16T11:02:00Z,2011-02-22T14:10:00Z,2,25,268.07430555555555,267.1638888888889
12847,633.49,2011-11-17T13:16:00Z,2011-11-17T13:16:00Z,1,534,21.98125,21.070833333333333
12849,837.89,2011-11-08T13:41:00Z,2011-03-16T12:26:00Z,2,413,30.96388888888889,30.053472222222222
12851,114.86,2011-09-04T12:41:00Z,2011-09-04T12:41:00Z,1,105,96.00555555555556,95.09513888888888
12852,264.15000000000003,2011-02-18T08:47:00Z,2011-02-18T08:47:00Z,1,145,294.16805555555555,293.2576388888889
12853,1590.9,2011-07-28T11:29:00Z,2011-01-28T10:28:00Z,6,556,134.05555555555554,133.14513888888888
12854,1142.8,2011-09-22T12:15:00Z,2011-01-25T13:35:00Z,3,543,78.02361111111111,77.11319444444445
12855,38.1,2010-12-02T09:37:00Z,2010-12-02T09:37:00Z,1,30,372.1333333333333,371.22291666666666
12856,2053.73,2011-12-02T10:52:00Z,2011-10-07T12:38:00Z,6,1022,7.08125,6.170833333333333
12857,1029.75,2011-05-13T10:20:00Z,2011-02-10T12:32:00Z,2,336,210.10347222222222,209.19305555555556
12863,109.2,2011-10-18T14:15:00Z,2011-10-18T14:15:00Z,1,48,51.94027777777778,51.02986111111111
12864,10.2,2011-07-24T13:03:00Z,2011-07-24T13:03:00Z,1,12,137.99027777777778,137.07986111111111
12867,3692.94,2011-11-13T15:30:00Z,2010-12-14T16:39:00Z,7,3724,25.888194444444444,24.977777777777778
12868,1581.5600000000002,2011-06-07T10:42:00Z,2010-12-01T12:50:00Z,6,926,185.08819444444444,184.17777777777778
12871,135.84,2011-09-16T15:07:00Z,2011-05-16T13:32:00Z,2,104,83.90416666666667,82.99375
12872,536.97,2011-01-17T10:52:00Z,2010-12-09T14:44:00Z,2,287,326.08125,325.17083333333335
12873,68,2011-03-02T14:58:00Z,2011-03-02T14:58:00Z,1,8,281.91041666666666,281
12877,1512.6100000000001,2011-12-06T10:30:00Z,2010-12-16T12:23:00Z,12,1094,3.0965277777777778,2.186111111111111
12878,854.99,2011-04-17T13:07:00Z,2011-03-18T14:02:00Z,2,547,235.9875,235.07708333333332
12879,220.66,2011-10-26T12:24:00Z,2011-09-09T12:11:00Z,3,106,44.017361111111114,43.106944444444444
12881,103,2011-03-09T11:44:00Z,2011-03-09T11:44:00Z,1,20,275.0451388888889,274.1347222222222
12882,995.4,2011-11-30T16:18:00Z,2011-11-06T11:22:00Z,2,140,8.854861111111111,7.944444444444445
12883,620.82,2011-11-15T09:32:00Z,2011-09-11T15:18:00Z,4,190,24.136805555555554,23.226388888888888
12884,139.05,2011-09-12T13:10:00Z,2011-09-12T13:10:00Z,1,41,87.98541666666667,87.075
12885,1083.92,2011-10-07T13:40:00Z,2011-08-08T11:45:00Z,3,649,62.96458333333333,62.05416666666667
12886,1256.71,2011-10-03T10:09:00Z,2011-05-04T11:21:00Z,2,633,67.11111111111111,66.20069444444445
12888,247.62,2011-05-09T16:02:00Z,2011-03-29T14:31:00Z,2,66,213.8659722222222,212.95555555555555
12890,369.88,2011-11-15T17:26:00Z,2011-11-15T17:26:00Z,1,220,23.80763888888889,22.897222222222222
12893,176.55,2011-11-09T12:34:00Z,2011-11-09T12:34:00Z,1,90,30.010416666666668,29.1
12895,335.05,2011-10-28T13:51:00Z,2011-09-14T08:35:00Z,2,207,41.956944444444446,41.046527777777776
12897,100.50000000000001,2011-05-19T12:13:00Z,2011-02-11T11:40:00Z,2,30,204.025,203.11458333333334
12901,1162.35,2011-11-29T14:08:00Z,2011-03-14T10:41:00Z,15,705,9.94513888888889,9.034722222222221
12902,104.78,2011-03-20T12:06:00Z,2011-03-20T12:06:00Z,1,64,264.02986111111113,263.11944444444447
12904,376.56,2011-11-21T14:34:00Z,2011-06-20T13:18:00Z,2,246,17.927083333333332,17.016666666666666
12906,1177.42,2011-11-28T09:55:00Z,2011-09-22T15:03:00Z,5,624,11.120833333333334,10.210416666666667
12909,1113.93,2011-10-31T12:43:00Z,2011-03-31T12:51:00Z,5,751,39.00416666666667,38.09375
12910,2297.02,2011-11-16T14:28:00Z,2011-04-12T10:01:00Z,8,1034,22.93125,22.020833333333332
12912,834.66,2011-12-01T13:03:00Z,2011-10-30T11:35:00Z,4,314,7.990277777777778,7.079861111111111
12913,1088.45,2011-12-05T12:11:00Z,2010-12-06T16:36:00Z,5,447,4.026388888888889,3.115972222222222
12915,290.75,2011-07-14T11:34:00Z,2010-12-02T12:33:00Z,2,87,148.05208333333334,147.14166666666668
12916,2185.55,2011-07-24T10:35:00Z,2011-01-23T10:43:00Z,4,761,138.09305555555557,137.1826388888889
12919,1227.91,2011-12-01T13:47:00Z,2011-06-23T09:22:00Z,6,601,7.959722222222222,7.049305555555556
12920,114.84,2011-11-22T15:05:00Z,2011-11-22T15:05:00Z,1,90,16.905555555555555,15.995138888888889
12921,13563.87,2011-11-30T16:22:00Z,2010-12-01T15:06:00Z,37,7786,8.852083333333333,7.941666666666666
12922,377.3,2011-07-01T15:35:00Z,2011-07-01T15:35:00Z,1,298,160.88472222222222,159.97430555555556
12923,172.82,2011-10-06T16:20:00Z,2011-10-06T16:20:00Z,1,68,63.85347222222222,62.94305555555555
12924,652.15,2011-09-12T13:55:00Z,2011-01-16T11:49:00Z,4,216,87.95416666666667,87.04375
12925,652.63,2011-12-05T11:11:00Z,2011-09-26T11:05:00Z,2,491,4.0680555555555555,3.157638888888889
12928,1739.74,2011-11-04T14:24:00Z,2010-12-15T15:45:00Z,5,996,34.93402777777778,34.02361111111111
12929,87.95,2011-02-01T12:08:00Z,2011-02-01T12:08:00Z,1,35,311.0284722222222,310.11805555555554
12930,389.61,2011-09-22T15:18:00Z,2011-06-21T13:25:00Z,2,219,77.89652777777778,76.98611111111111
12931,48.160000000000004,2011-10-03T13:53:00Z,2010-12-17T18:07:00Z,2,42,66.95555555555555,66.04513888888889
12933,508.07,2011-11-15T16:38:00Z,2011-03-01T11:30:00Z,3,225,23.840972222222224,22.930555555555557
12935,2005.9,2011-12-07T17:25:00Z,2011-01-24T13:58:00Z,7,1553,1.8083333333333333,0.8979166666666667
12936,911.9,2011-11-22T17:32:00Z,2011-09-22T13:51:00Z,3,479,16.803472222222222,15.893055555555556
12937,1267.1200000000001,2011-11-24T15:05:00Z,2011-03-17T14:19:00Z,4,870,14.905555555555555,13.995138888888889
12938,100.22,2011-11-14T11:21:00Z,2011-11-14T11:21:00Z,1,92,25.06111111111111,24.150694444444444
12939,81.36,2011-01-09T11:20:00Z,2011-01-09T11:20:00Z,1,24,334.06180555555557,333.1513888888889
12940,751.72,2011-10-16T12:09:00Z,2011-09-13T10:16:00Z,2,346,54.02777777777778,53.11736111111111
12942,569.4,2011-07-31T14:39:00Z,2010-12-09T09:34:00Z,3,190,130.92361111111111,130.01319444444445
12944,579.51,2011-11-04T11:04:00Z,2010-12-20T10:41:00Z,2,287,35.072916666666664,34.1625
12945,353.95,2011-02-24T14:15:00Z,2011-02-24T14:15:00Z,1,121,287.9402777777778,287.02986111111113
12947,1341.19,2011-07-19T10:06:00Z,2010-12-01T16:21:00Z,5,979,143.11319444444445,142.20277777777778
12948,2006.81,2011-11-23T17:10:00Z,2011-03-20T10:17:00Z,7,982,15.81875,14.908333333333333
12949,4046.57,2011-11-09T11:25:00Z,2011-04-01T13:20:00Z,8,2266,30.058333333333334,29.147916666666667
12950,284.2,2011-12-01T15:55:00Z,2011-11-15T13:48:00Z,2,220,7.870833333333334,6.960416666666666
12951,1047.1200000000001,2011-12-01T12:14:00Z,2011-01-13T10:33:00Z,6,502,8.024305555555555,7.113888888888889
12952,1246.76,2011-12-04T10:35:00Z,2011-09-22T16:37:00Z,4,552,5.093055555555556,4.182638888888889
12953,274.95,2011-11-30T09:24:00Z,2011-11-30T09:24:00Z,1,81,9.14236111111111,8.231944444444444
12955,3379.66,2011-12-08T16:29:00Z,2011-03-17T09:03:00Z,11,2402,0.8472222222222222,-0.06319444444444444
12956,91.12,2011-02-06T16:08:00Z,2011-02-06T16:08:00Z,1,33,305.8618055555556,304.9513888888889
12957,3756.64,2011-11-30T09:53:00Z,2011-01-04T12:18:00Z,8,2374,9.122222222222222,8.211805555555555
12962,240.89000000000001,2011-12-02T15:55:00Z,2011-08-18T13:38:00Z,2,127,6.870833333333334,5.960416666666666
12963,1761.66,2011-12-01T12:55:00Z,2010-12-09T09:14:00Z,8,827,7.995833333333334,7.085416666666666
12965,731.5600000000001,2011-09-11T15:31:00Z,2011-09-11T15:31:00Z,1,279,88.8875,87.97708333333334
12966,147.68,2011-11-30T12:38:00Z,2011-11-30T12:38:00Z,1,74,9.00763888888889,8.097222222222221
12967,607.3,2010-12-16T19:10:00Z,2010-12-03T09:49:00Z,2,158,357.73541666666665,356.825
12968,135.95,2011-08-19T15:44:00Z,2011-08-19T15:44:00Z,1,73,111.87847222222223,110.96805555555555
12970,352.1,2011-12-02T14:30:00Z,2011-01-21T14:04:00Z,4,229,6.929861111111111,6.019444444444445
12971,5878.33,2011-12-06T12:20:00Z,2010-12-02T16:42:00Z,80,2923,3.020138888888889,2.109722222222222
12974,124.85000000000001,2011-05-26T09:33:00Z,2011-05-26T09:33:00Z,1,23,197.13611111111112,196.22569444444446
12976,303.6,2011-05-12T09:55:00Z,2011-05-12T09:55:00Z,1,261,211.12083333333334,210.21041666666667
12977,19.240000000000002,2011-07-06T16:40:00Z,2011-07-06T16:40:00Z,1,11,155.83958333333334,154.92916666666667
12981,372.21999999999997,2011-11-10T12:00:00Z,2011-07-29T14:14:00Z,2,242,29.034027777777776,28.12361111111111
12982,376.5,2011-04-11T11:51:00Z,2011-04-11T11:51:00Z,1,252,242.0402777777778,241.1298611111111
12984,97.5,2011-11-21T12:37:00Z,2011-11-21T12:37:00Z,1,26,18.008333333333333,17.097916666666666
12985,1048.82,2011-12-09T10:46:00Z,2011-11-11T12:44:00Z,2,705,0.08541666666666667,-0.825
12987,445.25,2011-09-27T12:03:00Z,2011-05-26T12:00:00Z,2,213,73.03194444444445,72.12152777777777
12988,454.82,2011-02-20T14:31:00Z,2011-02-20T14:31:00Z,1,122,291.9291666666667,291.01875
12989,1413.23,2011-12-06T15:28:00Z,2011-02-14T14:39:00Z,10,379,2.8895833333333334,1.9791666666666667
12990,351,2011-11-08T13:01:00Z,2011-02-02T15:39:00Z,3,170,30.991666666666667,30.08125
12991,461.26,2011-11-16T15:34:00Z,2011-08-19T14:39:00Z,2,355,22.885416666666668,21.975
12993,414.76,2011-11-16T15:49:00Z,2011-02-14T14:29:00Z,4,240,22.875,21.964583333333334
12994,923.42,2011-12-05T15:43:00Z,2011-03-16T08:31:00Z,3,455,3.879166666666667,2.96875
12997,939.79,2011-11-17T15:47:00Z,2011-01-26T15:49:00Z,4,483,21.87638888888889,20.965972222222224
12999,273.78,2011-05-18T16:37:00Z,2011-04-08T10:26:00Z,2,248,204.84166666666667,203.93125
13000,439.81,2011-03-25T10:14:00Z,2010-12-10T10:26:00Z,2,259,259.1076388888889,258.1972222222222
13001,5143.15,2011-12-05T14:51:00Z,2011-01-17T12:45:00Z,13,2778,3.915277777777778,3.004861111111111
13002,120.94999999999999,2011-01-25T15:18:00Z,2011-01-25T15:18:00Z,1,73,317.8965277777778,316.9861111111111
13003,89.05000000000001,2011-07-11T13:06:00Z,2011-05-09T08:23:00Z,2,55,150.98819444444445,150.07777777777778
13004,5443.11,2011-11-28T11:27:00Z,2010-12-17T08:20:00Z,18,4390,11.056944444444444,10.146527777777777
13005,438.7,2011-06-19T10:53:00Z,2011-04-07T13:32:00Z,2,166,173.08055555555555,172.17013888888889
13006,43.32,2011-10-14T13:49:00Z,2011-10-14T13:49:00Z,1,52,55.958333333333336,55.047916666666666
13008,229.46999999999997,2011-01-20T14:24:00Z,2011-01-20T14:24:00Z,1,175,322.93402777777777,322.0236111111111
13011,50.550000000000004,2010-12-02T17:22:00Z,2010-12-02T17:22:00Z,1,13,371.81041666666664,370.9
13012,1581.8,2011-11-30T13:05:00Z,2011-02-18T09:43:00Z,8,780,8.988888888888889,8.078472222222222
13013,4436.6500000000005,2011-12-08T15:01:00Z,2010-12-03T12:28:00Z,13,2082,0.9083333333333333,-0.0020833333333333333
13014,2039.78,2011-11-29T12:27:00Z,2011-03-03T18:28:00Z,9,743,10.015277777777778,9.104861111111111
13015,2901.59,2011-10-17T13:19:00Z,2011-04-04T14:28:00Z,5,1569,52.979166666666664,52.06875
13016,709.34,2011-09-27T14:08:00Z,2011-08-08T15:00:00Z,3,522,72.94513888888889,72.03472222222223
13018,6779.87,2011-11-23T13:28:00Z,2011-02-17T11:05:00Z,28,4853,15.972916666666666,15.0625
13021,2209.36,2011-12-05T16:37:00Z,2010-12-16T10:12:00Z,9,1109,3.841666666666667,2.93125
13023,585.86,2011-10-06T16:27:00Z,2011-08-02T09:34:00Z,2,244,63.84861111111111,62.93819444444444
13026,341.88,2011-12-08T16:58:00Z,2011-03-09T11:35:00Z,4,396,0.8270833333333333,-0.08333333333333333
13028,613.4399999999999,2011-11-17T11:10:00Z,2011-10-25T14:09:00Z,2,666,22.06875,21.158333333333335
13029,116.5,2011-11-09T09:13:00Z,2011-07-24T11:37:00Z,2,74,30.15,29.239583333333332
13030,625.54,2011-11-28T14:30:00Z,2010-12-06T14:31:00Z,2,340,10.92986111111111,10.019444444444444
13032,909.18,2011-10-18T15:54:00Z,2011-09-13T16:40:00Z,2,367,51.87152777777778,50.96111111111111
13033,190.55,2010-12-17T14:23:00Z,2010-12-17T14:23:00Z,1,83,356.9347222222222,356.02430555555554
13034,627.82,2011-10-16T12:21:00Z,2010-12-05T14:52:00Z,2,368,54.019444444444446,53.109027777777776
13035,349.20000000000005,2011-09-27T08:57:00Z,2011-03-24T09:21:00Z,2,208,73.16111111111111,72.25069444444445
13037,868.32,2011-07-24T15:46:00Z,2011-03-28T15:42:00Z,3,430,137.87708333333333,136.96666666666667
13038,908.46,2011-09-20T14:37:00Z,2011-02-22T11:43:00Z,3,360,79.925,79.01458333333333
13040,676.99,2011-12-01T10:38:00Z,2011-11-06T13:53:00Z,2,355,8.090972222222222,7.180555555555555
13043,207.7,2011-03-11T14:52:00Z,2011-03-11T14:52:00Z,1,54,272.9145833333333,272.00416666666666
13044,458.47,2011-02-21T15:20:00Z,2011-02-21T15:20:00Z,1,421,290.8951388888889,289.9847222222222
13045,305.28000000000003,2011-09-01T15:04:00Z,2011-09-01T15:04:00Z,1,221,98.90625,97.99583333333334
13046,518.8100000000001,2011-11-09T08:36:00Z,2011-03-18T15:43:00Z,2,261,30.175694444444446,29.26527777777778
13047,3082.46,2011-11-08T12:06:00Z,2010-12-01T08:34:00Z,10,1351,31.02986111111111,30.119444444444444
13048,1808.07,2011-11-25T13:23:00Z,2011-01-16T14:36:00Z,4,1201,13.97638888888889,13.065972222222221
13049,453.58,2011-10-06T15:31:00Z,2011-01-25T16:33:00Z,2,170,63.8875,62.97708333333333
13050,5223.83,2011-11-25T09:18:00Z,2010-12-08T09:30:00Z,17,2959,14.146527777777777,13.23611111111111
13052,295.05,2011-05-11T14:12:00Z,2011-05-11T14:12:00Z,1,132,211.9423611111111,211.03194444444443
13055,1160.86,2011-09-22T14:26:00Z,2011-05-10T08:58:00Z,3,845,77.93263888888889,77.02222222222223
13058,271.40000000000003,2011-11-15T12:43:00Z,2011-07-11T12:01:00Z,3,52,24.004166666666666,23.09375
13059,94.15,2011-04-04T10:40:00Z,2011-04-04T10:40:00Z,1,28,249.08958333333334,248.17916666666667
13060,307.53,2011-03-31T11:37:00Z,2011-03-31T11:37:00Z,1,123,253.05,252.13958333333332
13061,248.61,2011-09-28T16:04:00Z,2011-09-28T16:04:00Z,1,107,71.86458333333333,70.95416666666667
13062,220.5,2011-06-01T15:12:00Z,2011-06-01T15:12:00Z,1,50,190.90069444444444,189.99027777777778
13064,1013.22,2011-11-27T12:31:00Z,2011-01-16T13:41:00Z,4,402,12.0125,11.102083333333333
13065,193.11,2010-12-01T16:52:00Z,2010-12-01T16:52:00Z,1,73,372.83125,371.92083333333335
13066,405.65000000000003,2011-11-15T12:57:00Z,2011-11-07T17:06:00Z,2,318,23.994444444444444,23.084027777777777
13067,115.46000000000001,2011-09-18T13:38:00Z,2011-09-18T13:38:00Z,1,32,81.96597222222222,81.05555555555556
13069,3576.34,2011-12-09T08:39:00Z,2010-12-05T11:02:00Z,24,2972,0.1736111111111111,-0.7368055555555556
13070,228.8,2011-05-31T13:45:00Z,2011-05-31T13:45:00Z,1,110,191.9611111111111,191.05069444444445
13072,177.15,2011-03-18T08:12:00Z,2011-03-18T08:12:00Z,1,69,266.1923611111111,265.28194444444443
13075,477.21,2011-08-02T10:19:00Z,2011-08-02T10:19:00Z,1,263,129.10416666666666,128.19375
13077,652.8100000000001,2011-12-08T19:24:00Z,2010-12-08T14:59:00Z,4,513,0.7256944444444444,-0.18472222222222223
13078,8322.89,2011-12-06T15:36:00Z,2010-12-08T09:07:00Z,26,2783,2.884027777777778,1.9736111111111112
13079,220.10000000000002,2011-12-05T16:53:00Z,2011-07-22T14:41:00Z,5,62,3.8305555555555557,2.920138888888889
13080,58.08,2011-06-13T14:59:00Z,2011-06-13T14:59:00Z,1,120,178.90972222222223,177.99930555555557
13081,19403.03,2011-11-28T10:54:00Z,2010-12-03T17:20:00Z,10,12113,11.07986111111111,10.169444444444444
13082,1314.76,2011-08-05T16:16:00Z,2011-01-05T15:42:00Z,9,635,125.85625,124.94583333333334
13083,286.8,2011-12-05T15:01:00Z,2011-09-25T10:46:00Z,2,186,3.908333333333333,2.997916666666667
13085,315.28000000000003,2011-07-05T12:11:00Z,2011-02-17T13:57:00Z,2,120,157.0263888888889,156.1159722222222
13089,40289.78,2011-12-05T14:30:00Z,2010-12-06T13:59:00Z,83,20756,3.9298611111111112,3.0194444444444444
13090,5381.52,2011-12-01T12:39:00Z,2010-12-02T07:48:00Z,13,1776,8.006944444444445,7.096527777777778
13091,281.08,2011-11-11T15:54:00Z,2011-11-11T15:54:00Z,1,248,27.87152777777778,26.961111111111112
13092,469.51,2011-09-30T11:18:00Z,2010-12-15T12:27:00Z,5,143,70.06319444444445,69.15277777777777
13093,3429.4700000000003,2011-03-09T12:14:00Z,2010-12-01T15:00:00Z,8,1619,275.02430555555554,274.1138888888889
13094,106.2,2011-05-18T11:08:00Z,2011-05-15T11:23:00Z,2,36,205.0701388888889,204.15972222222223
13095,60.48,2011-09-30T12:03:00Z,2011-09-30T12:03:00Z,1,96,70.03194444444445,69.12152777777777
13097,5157.2,2011-11-07T10:43:00Z,2010-12-14T15:13:00Z,10,2163,32.0875,31.177083333333332
13098,11209.08,2011-12-08T14:14:00Z,2011-01-26T13:46:00Z,27,5855,0.9409722222222222,0.030555555555555555
13101,75.45,2011-04-19T14:37:00Z,2011-04-19T14:37:00Z,1,47,233.925,233.01458333333332
13102,5651.59,2011-12-08T12:52:00Z,2010-12-09T13:38:00Z,24,3595,0.9979166666666667,0.0875
13103,243.94,2011-10-31T09:38:00Z,2011-10-31T09:38:00Z,1,82,39.13263888888889,38.22222222222222
13104,570.48,2011-12-06T13:10:00Z,2011-03-17T13:27:00Z,4,264,2.9854166666666666,2.075
13106,76.5,2011-07-29T15:12:00Z,2011-07-29T15:12:00Z,1,18,132.90069444444444,131.99027777777778
13107,1141.5,2011-10-26T14:52:00Z,2011-01-10T12:28:00Z,4,841,43.91458333333333,43.00416666666667
13108,197.29999999999998,2010-12-02T10:35:00Z,2010-12-02T10:35:00Z,1,94,372.09305555555557,371.1826388888889
13109,779.7,2011-10-11T10:16:00Z,2011-07-05T14:56:00Z,2,484,59.10625,58.19583333333333
13110,1352.77,2011-11-08T14:30:00Z,2011-02-01T15:24:00Z,7,378,30.929861111111112,30.019444444444446
13113,5109.74,2011-12-09T12:49:00Z,2010-12-08T13:21:00Z,24,1493,0,-0.9104166666666667
13115,2029.06,2011-11-28T12:38:00Z,2011-06-08T16:15:00Z,4,1391,11.00763888888889,10.097222222222221
13116,418.24,2011-07-24T14:33:00Z,2011-07-24T14:33:00Z,1,285,137.92777777777778,137.01736111111111
13117,896.4,2011-11-18T12:02:00Z,2010-12-02T13:11:00Z,8,812,21.03263888888889,20.122222222222224
13118,1172.81,2011-11-20T12:46:00Z,2011-02-24T12:32:00Z,5,409,19.002083333333335,18.091666666666665
13120,30.599999999999998,2011-04-15T10:19:00Z,2011-04-15T10:19:00Z,1,12,238.10416666666666,237.19375
13121,268.61,2011-03-15T16:47:00Z,2011-03-15T16:47:00Z,1,216,268.83472222222224,267.9243055555556
13122,884.95,2011-04-13T14:12:00Z,2011-04-13T14:12:00Z,1,489,239.9423611111111,239.03194444444443
13124,3058.58,2011-09-11T12:45:00Z,2010-12-15T15:00:00Z,3,1617,89.00277777777778,88.09236111111112
13126,1912.12,2011-12-05T10:00:00Z,2010-12-08T11:42:00Z,8,1672,4.117361111111111,3.2069444444444444
13127,259.17,2011-09-23T10:26:00Z,2011-09-23T10:26:00Z,1,127,77.09930555555556,76.18888888888888
13130,64,2011-09-06T15:30:00Z,2011-09-06T15:30:00Z,1,32,93.88819444444445,92.97777777777777
13131,996.8,2011-11-16T13:21:00Z,2011-06-05T10:54:00Z,3,417,22.977777777777778,22.06736111111111
13132,77.3,2011-03-23T12:44:00Z,2011-03-23T12:44:00Z,1,20,261.00347222222223,260.09305555555557
13133,109.8,2011-03-11T10:31:00Z,2011-02-08T15:48:00Z,2,32,273.09583333333336,272.18541666666664
13134,1656.64,2011-09-15T10:35:00Z,2011-04-13T12:57:00Z,4,874,85.09305555555555,84.18263888888889
13136,2480.11,2011-10-14T13:41:00Z,2011-05-11T12:47:00Z,5,1318,55.96388888888889,55.053472222222226
13137,3589.37,2011-11-29T12:09:00Z,2011-02-04T11:54:00Z,8,2156,10.027777777777779,9.11736111111111
13138,962.39,2011-11-17T16:51:00Z,2010-12-02T15:03:00Z,6,473,21.831944444444446,20.92152777777778
13139,3349.54,2011-11-23T13:54:00Z,2011-03-25T11:57:00Z,7,1354,15.95486111111111,15.044444444444444
13140,396.97,2011-08-23T15:33:00Z,2010-12-08T15:12:00Z,3,183,107.8861111111111,106.97569444444444
13141,2297.43,2011-09-16T09:54:00Z,2011-01-28T13:04:00Z,5,1448,84.12152777777777,83.21111111111111
13142,245.77,2011-11-20T16:07:00Z,2011-11-20T16:07:00Z,1,112,18.8625,17.952083333333334
13144,47.2,2011-01-11T11:15:00Z,2011-01-11T11:15:00Z,1,16,332.0652777777778,331.15486111111113
13145,297.6,2011-10-31T12:45:00Z,2011-08-04T19:06:00Z,3,72,39.00277777777778,38.09236111111111
13146,228.91,2011-11-13T15:29:00Z,2011-11-13T15:29:00Z,1,154,25.88888888888889,24.978472222222223
13147,237.60000000000002,2011-10-27T16:35:00Z,2011-09-01T12:28:00Z,2,48,42.84305555555556,41.93263888888889
13148,3205.21,2011-11-10T15:23:00Z,2010-12-10T13:06:00Z,11,1721,28.893055555555556,27.98263888888889
13149,1437.68,2011-11-25T13:09:00Z,2011-02-23T13:57:00Z,4,870,13.98611111111111,13.075694444444444
13151,951.37,2011-02-17T12:29:00Z,2011-02-17T12:29:00Z,1,309,295.0138888888889,294.1034722222222
13153,140.46,2011-12-04T12:14:00Z,2011-12-04T12:14:00Z,1,114,5.024305555555555,4.113888888888889
13155,929.11,2011-11-06T15:41:00Z,2010-12-06T12:44:00Z,4,494,32.88055555555555,31.97013888888889
13157,1515.98,2011-10-21T13:50:00Z,2011-02-14T14:03:00Z,4,1007,48.95763888888889,48.047222222222224
13158,1193.5,2011-09-06T11:58:00Z,2011-01-25T09:58:00Z,4,748,94.03541666666666,93.125
13159,1365.79,2011-12-01T11:20:00Z,2011-08-16T11:44:00Z,4,983,8.061805555555555,7.151388888888889
13160,91.8,2011-11-17T13:07:00Z,2011-11-17T13:07:00Z,1,56,21.9875,21.077083333333334
13161,112.75,2011-01-30T14:03:00Z,2011-01-30T14:03:00Z,1,29,312.9486111111111,312.03819444444446
13162,1195.95,2011-08-09T15:59:00Z,2011-01-09T10:43:00Z,4,1063,121.86805555555556,120.9576388888889
13165,349.28,2011-10-24T15:05:00Z,2010-12-23T14:06:00Z,2,488,45.90555555555556,44.99513888888889
13166,417.2,2011-03-01T15:16:00Z,2011-03-01T15:16:00Z,1,216,282.8979166666667,281.9875
13167,589.97,2011-11-21T12:24:00Z,2011-07-19T12:13:00Z,4,299,18.01736111111111,17.106944444444444
13168,1248.59,2011-11-03T12:56:00Z,2011-01-25T13:55:00Z,4,666,35.99513888888889,35.084722222222226
13169,355.1,2011-10-07T12:11:00Z,2011-04-01T14:24:00Z,2,146,63.02638888888889,62.115972222222226
13170,101.97,2011-11-13T12:19:00Z,2011-11-13T12:19:00Z,1,105,26.020833333333332,25.110416666666666
13171,320.26,2011-11-18T10:27:00Z,2011-02-13T14:16:00Z,3,222,21.09861111111111,20.188194444444445
